allkcats1	allkcats2	allkcats3	allkcats4	allkcats5
EC1.2.1.32	2-hydroxy-5-methyl-muconic-6-semialdehyde	burkholderia cepacia	99300	brenda
EC1.2.1.32	2-hydroxymuconate-6-semialdehyde	burkholderia cepacia	21900	brenda
EC1.2.1.32	5-chloro-2-hydroxymuconic-6-semialdehyde	burkholderia cepacia	2300	brenda
EC1.2.1.36	2,4-decadienal	rattus norvegicus	0.15	brenda
EC1.2.1.36	all-trans-retinal	homo sapiens	0.07	brenda
EC1.2.1.36	all-trans-retinal	rattus norvegicus	0.1	brenda
EC1.2.1.36	benzaldehyde	mus musculus	0.2	brenda
EC1.2.1.36	citral	rattus norvegicus	0.1	brenda
EC1.2.1.36	decanal	homo sapiens	1	brenda
EC1.2.1.36	decanal	mus musculus	0.4	brenda
EC1.2.1.36	decanal	rattus norvegicus	2.2	brenda
EC1.2.1.36	hexanal	mus musculus	0.3	brenda
EC1.2.1.36	hexanal	rattus norvegicus	2	brenda
EC1.2.1.36	nad+	mus musculus	3.3	brenda
EC1.2.1.36	octanal	mus musculus	4.8	brenda
EC1.2.1.36	retinal	homo sapiens	0.07	brenda
EC1.2.1.36	retinal	mus musculus	3.9	brenda
EC1.2.1.36	retinal	rattus norvegicus	0.1	brenda
EC1.2.1.39	acetaldehyde	escherichia coli	14.5	brenda
EC1.2.1.39	benzaldehyde	escherichia coli	0.16	brenda
EC1.2.1.39	heptanal	escherichia coli	26.7	brenda
EC1.2.1.39	hexanal	escherichia coli	21.8	brenda
EC1.2.1.39	nad+	aromatoleum aromaticum	53	brenda
EC1.2.1.39	nad+	escherichia coli	20.17	brenda
EC1.2.1.39	nadp+	aromatoleum aromaticum	63	brenda
EC1.2.1.39	nadp+	escherichia coli	9	brenda
EC1.2.1.39	phenylacetaldehyde	escherichia coli	96.8	brenda
EC1.2.1.39	propionaldehyde	escherichia coli	20.8	brenda
EC1.2.1.4	acetaldehyde	paenarthrobacter nicotinovorans	0.75	brenda
EC1.2.1.4	benzaldehyde	paenarthrobacter nicotinovorans	4.52	brenda
EC1.2.1.4	butyraldehyde	paenarthrobacter nicotinovorans	0.65	brenda
EC1.2.1.4	formaldehyde	paenarthrobacter nicotinovorans	0.33	brenda
EC1.2.1.4	glutaraldehyde	paenarthrobacter nicotinovorans	3.92	brenda
EC1.2.1.4	glyceraldehyde	paenarthrobacter nicotinovorans	1.35	brenda
EC1.2.1.4	glyceraldehyde	pyrobaculum ferrireducens	1.2	brenda
EC1.2.1.4	isobutyraldehyde	pyrobaculum ferrireducens	4.1	brenda
EC1.2.1.4	nad+	paenarthrobacter nicotinovorans	3.1	brenda
EC1.2.1.4	nadp+	paenarthrobacter nicotinovorans	1.02	brenda
EC1.2.1.4	propionaldehyde	paenarthrobacter nicotinovorans	1.2	brenda
EC1.2.1.4	propionaldehyde	pyrobaculum ferrireducens	2.9	brenda
EC1.2.1.42	acetyl-coa	porphyromonas gingivalis	0.08	brenda
EC1.2.1.42	butanoyl-coa	porphyromonas gingivalis	0.19	brenda
EC1.2.1.44	4-coumaroyl-coa	fragaria x ananassa	2.65e-05	brenda
EC1.2.1.44	4-coumaroyl-coa	panicum virgatum	0.32	brenda
EC1.2.1.44	4-coumaroyl-coa	petunia x hybrida	1.2	brenda
EC1.2.1.44	4-coumaroyl-coa	populus tomentosa	0.0183	brenda
EC1.2.1.44	4-coumaroyl-coa	sorghum bicolor	0.05	brenda
EC1.2.1.44	5-hydroxyferuloyl-coa	populus tremuloides	4.9	brenda
EC1.2.1.44	caffeoyl-coa	arabidopsis thaliana	0.13	sabiork
EC1.2.1.44	caffeoyl-coa	fragaria x ananassa	2.93e-05	brenda
EC1.2.1.44	caffeoyl-coa	leucaena leucocephala	113	brenda
EC1.2.1.44	caffeoyl-coa	panicum virgatum	0.23	brenda
EC1.2.1.44	caffeoyl-coa	populus tomentosa	0.0362	brenda
EC1.2.1.44	caffeoyl-coa	populus tremuloides	0.7	brenda
EC1.2.1.44	caffeoyl-coa	solanum lycopersicum	0.33	brenda
EC1.2.1.44	caffeoyl-coa	sorghum bicolor	0.01	brenda
EC1.2.1.44	coniferaldehyde	leucaena leucocephala	236	brenda
EC1.2.1.44	coumaroyl-coa	leucaena leucocephala	105	brenda
EC1.2.1.44	coumaroyl-coa	solanum lycopersicum	0.43	brenda
EC1.2.1.44	feruloyl-coa	arabidopsis thaliana	1.9	brenda
EC1.2.1.44	feruloyl-coa	fragaria x ananassa	0.00234	brenda
EC1.2.1.44	feruloyl-coa	leucaena leucocephala	164	brenda
EC1.2.1.44	feruloyl-coa	panicum virgatum	2.01	brenda
EC1.2.1.44	feruloyl-coa	petunia x hybrida	5.8	brenda
EC1.2.1.44	feruloyl-coa	populus tomentosa	1.033	brenda
EC1.2.1.44	feruloyl-coa	populus tremuloides	7.8	brenda
EC1.2.1.44	feruloyl-coa	solanum lycopersicum	14.2	brenda
EC1.2.1.44	feruloyl-coa	sorghum bicolor	3.96	brenda
EC1.2.1.44	p-coumaroyl-coa	arabidopsis thaliana	1.63	brenda
EC1.2.1.44	sinapaldehyde	leucaena leucocephala	210	brenda
EC1.2.1.44	sinapoyl-coa	arabidopsis thaliana	1.67	brenda
EC1.2.1.44	sinapoyl-coa	leucaena leucocephala	131	brenda
EC1.2.1.44	sinapoyl-coa	panicum virgatum	0.2	brenda
EC1.2.1.44	sinapoyl-coa	petunia x hybrida	3.4	brenda
EC1.2.1.44	sinapoyl-coa	populus tomentosa	0.064	brenda
EC1.2.1.44	sinapoyl-coa	populus tremuloides	5.3	brenda
EC1.2.1.44	sinapoyl-coa	solanum lycopersicum	0.96	brenda
EC1.2.1.46	formaldehyde	pseudomonas putida	0.48	brenda
EC1.2.1.48	(11z)-hexadec-11-enal	homo sapiens	1.4	brenda
EC1.2.1.48	decanal	homo sapiens	2.18	brenda
EC1.2.1.48	dodecanal	homo sapiens	2.23	brenda
EC1.2.1.48	farnesal	homo sapiens	0.93	brenda
EC1.2.1.48	hexadecanal	homo sapiens	0.95	brenda
EC1.2.1.48	nad+	homo sapiens	1.28	brenda
EC1.2.1.48	octadecanal	homo sapiens	1.52	brenda
EC1.2.1.48	tetradecanal	homo sapiens	0.86	brenda
EC1.2.1.5	4-hydroxynonenal	mus musculus	26.1	brenda
EC1.2.1.5	acetaldehyde	bacillus cereus	0.183	brenda
EC1.2.1.5	acetaldehyde	bacillus licheniformis	4.46	brenda
EC1.2.1.5	acetaldehyde	homo sapiens	35.9	brenda
EC1.2.1.5	acetaldehyde	mus musculus	33.5	brenda
EC1.2.1.5	acetaldehyde	sulfurisphaera tokodaii	1.14	brenda
EC1.2.1.5	all-trans-retinal	bacillus cereus	0.005	brenda
EC1.2.1.5	benzaldehyde	bacillus cereus	0.217	brenda
EC1.2.1.5	benzaldehyde	homo sapiens	51	brenda
EC1.2.1.5	benzaldehyde	mus musculus	20.9	brenda
EC1.2.1.5	butyraldehyde	bacillus licheniformis	32.8	brenda
EC1.2.1.5	chloroacetaldehyde	homo sapiens	7.7	brenda
EC1.2.1.5	d-glyceraldehyde 3-phosphate	sulfurisphaera tokodaii	0.83	brenda
EC1.2.1.5	d-glyceraldehyde	sulfurisphaera tokodaii	0.92	brenda
EC1.2.1.5	hexanal	homo sapiens	34	brenda
EC1.2.1.5	hexanal	mus musculus	34	brenda
EC1.2.1.5	isovaleraldehyde	bacillus licheniformis	3.58	brenda
EC1.2.1.5	nad+	bacillus cereus	0.0017	brenda
EC1.2.1.5	nad+	homo sapiens	45.3	brenda
EC1.2.1.5	nad+	mus musculus	18.8	brenda
EC1.2.1.5	nad+	sulfurisphaera tokodaii	2.05	brenda
EC1.2.1.5	nadp+	homo sapiens	38.8	brenda
EC1.2.1.5	nadp+	mus musculus	33.1	brenda
EC1.2.1.5	nadp+	sulfurisphaera tokodaii	3.71	brenda
EC1.2.1.5	propionaldehyde	bacillus licheniformis	49.38	brenda
EC1.2.1.5	trans-2-hexenal	homo sapiens	53	brenda
EC1.2.1.5	trans-2-hexenal	mus musculus	35.1	brenda
EC1.2.1.5	valeraldehyde	bacillus licheniformis	30.99	brenda
EC1.2.1.57	acetyl-coa	lactobacillus brevis	0.26	brenda
EC1.2.1.57	butanoyl-coa	lactobacillus brevis	3.37	brenda
EC1.2.1.58	benzyl viologen	azoarcus evansii	46	brenda
EC1.2.1.60	5-carboxymethyl-2-hydroxymuconate semialdehyde	pseudomonas putida	40	brenda
EC1.2.1.65	2-naphthaldehyde	pseudomonas sp.	96	brenda
EC1.2.1.65	3-chlorobenzaldehyde	pseudomonas sp.	65	brenda
EC1.2.1.65	3-hydroxybenzaldehyde	pseudomonas sp.	18	brenda
EC1.2.1.65	4-chlorobenzaldehyde	pseudomonas sp.	98	brenda
EC1.2.1.65	4-nitrobenzaldehyde	pseudomonas sp.	59	brenda
EC1.2.1.65	benzaldehyde	pseudomonas sp.	26.4	brenda
EC1.2.1.65	nad+	alteromonas naphthalenivorans	234.3	brenda
EC1.2.1.65	salicylaldehyde	alteromonas naphthalenivorans	123.6	brenda
EC1.2.1.65	salicylaldehyde	pseudomonas sp.	93.6	brenda
EC1.2.1.67	syringaldehyde	sphingobium sp. syk-6	0.99	brenda
EC1.2.1.67	vanillin	sphingobium sp. syk-6	3.03	brenda
EC1.2.1.7	3,4-dihydroxybenzaldehyde	acinetobacter baylyi	25	brenda
EC1.2.1.7	4-hydroxy-3-methoxybenzaldehyde	acinetobacter baylyi	18	brenda
EC1.2.1.7	4-hydroxybenzaldehyde	acinetobacter baylyi	4	brenda
EC1.2.1.7	benzaldehyde	acinetobacter baylyi	4.6	brenda
EC1.2.1.7	nad+	acinetobacter baylyi	14	brenda
EC1.2.1.70	l-glutamyl-trnaglu	escherichia coli	0.13	brenda
EC1.2.1.70	nadph	escherichia coli	0.15	brenda
EC1.2.1.72	d-erythrose 4-phosphate	escherichia coli	200	brenda
EC1.2.1.72	nad+	escherichia coli	169	brenda
EC1.2.1.75	malonyl-coa	chloroflexus aurantiacus	50	brenda
EC1.2.1.75	malonyl-coa	sulfurisphaera tokodaii	2	brenda
EC1.2.1.75	nadph	chloroflexus aurantiacus	18.6	brenda
EC1.2.1.77	3,4-dehydroadipyl-coa semialdehyde	azoarcus evansii	45	brenda
EC1.2.1.77	benzaldehyde	paraburkholderia xenovorans	0.019	brenda
EC1.2.1.77	formaldehyde	paraburkholderia xenovorans	0.046	brenda
EC1.2.1.77	heptaldehyde	paraburkholderia xenovorans	29.9	brenda
EC1.2.1.77	isovaleraldehyde	paraburkholderia xenovorans	0.074	brenda
EC1.2.1.77	nad+	paraburkholderia xenovorans	0.501	brenda
EC1.2.1.77	nadp+	azoarcus evansii	45	brenda
EC1.2.1.77	nadp+	paraburkholderia xenovorans	0.04	brenda
EC1.2.1.77	propionaldehyde	paraburkholderia xenovorans	162	brenda
EC1.2.1.77	valeraldehyde	paraburkholderia xenovorans	5.16	brenda
EC1.2.1.78	2-carboxybenzaldehyde	nocardioides sp.	39	brenda
EC1.2.1.78	2-nitrobenzaldehyde	nocardioides sp.	48	brenda
EC1.2.1.78	nad+	nocardioides sp.	32	brenda
EC1.2.1.79	2,5-dioxopentanoate	saccharolobus solfataricus	27.3	brenda
EC1.2.1.79	nad+	saccharolobus solfataricus	136.3	brenda
EC1.2.1.79	nad+	streptococcus pyogenes	1.94	brenda
EC1.2.1.79	nadp+	mycobacterium tuberculosis	2.7	brenda
EC1.2.1.79	nadp+	saccharolobus solfataricus	16.5	brenda
EC1.2.1.79	nadp+	streptococcus pyogenes	7.2	brenda
EC1.2.1.79	nadp+	synechococcus sp.	5	brenda
EC1.2.1.79	succinate semialdehyde	saccharolobus solfataricus	18.4	brenda
EC1.2.1.79	succinate semialdehyde	streptococcus pyogenes	1.69	brenda
EC1.2.1.79	succinic semialdehyde	mycobacterium tuberculosis	4.7	brenda
EC1.2.1.8	betaine aldehyde	spinacia oleracea	3.36	brenda
EC1.2.1.8	betaine aldehyde	staphylococcus aureus	11	brenda
EC1.2.1.8	nad+	pseudomonas aeruginosa	261	brenda
EC1.2.1.8	nad+	spinacia oleracea	4.25	brenda
EC1.2.1.8	nad+	staphylococcus aureus	6.18	brenda
EC1.2.1.8	nadp+	pseudomonas aeruginosa	276	brenda
EC1.2.1.8	nadp+	staphylococcus aureus	0.56	brenda
EC1.2.1.80	hexacosanoyl-coa	cryptosporidium parvum	0.077	brenda
EC1.2.1.80	stearoyl-[acyl-carrier protein]	nostoc punctiforme	0.0028	brenda
EC1.2.1.85	2-hydroxymuconate-6-semialdehyde	pseudomonas putida	0.9	brenda
EC1.2.1.87	acetaldehyde	paraburkholderia xenovorans	17.2	brenda
EC1.2.1.87	acetaldehyde	thermus thermophilus	17.2	brenda
EC1.2.1.87	acetyl-coa	klebsiella pneumoniae	4.63	brenda
EC1.2.1.87	acetyl-coa	listeria monocytogenes	11.33	brenda
EC1.2.1.87	acetyl-coa	salmonella enterica	14.81	brenda
EC1.2.1.87	butanoyl-coa	klebsiella pneumoniae	7.02	brenda
EC1.2.1.87	butanoyl-coa	listeria monocytogenes	11.99	brenda
EC1.2.1.87	butanoyl-coa	salmonella enterica	25.38	brenda
EC1.2.1.87	butyraldehyde	paraburkholderia xenovorans	9.5	brenda
EC1.2.1.87	isobutyraldehyde	paraburkholderia xenovorans	11.2	brenda
EC1.2.1.87	nad+	paraburkholderia xenovorans	14.1	brenda
EC1.2.1.87	nadp+	paraburkholderia xenovorans	12.9	brenda
EC1.2.1.87	propionaldehyde	paraburkholderia xenovorans	16.3	brenda
EC1.2.1.87	propionaldehyde	thermus thermophilus	16.3	brenda
EC1.2.1.88	1-pyrroline-5-carboxylate	escherichia coli	5.16	brenda
EC1.2.1.88	1-pyrroline-5-carboxylate	saccharomyces cerevisiae	1.5	brenda
EC1.2.1.88	1-pyrroline-5-carboxylate	streptomyces coelicolor	25	brenda
EC1.2.1.88	1-pyrroline-5-carboxylate	thermus thermophilus	1.6	brenda
EC1.2.1.88	l-glutamate 5-semialdehyde	trypanosoma cruzi	7	brenda
EC1.2.1.88	nad+	oryza sativa	12	brenda
EC1.2.1.88	nad+	thermus thermophilus	1.6	brenda
EC1.2.1.88	nad+	trypanosoma cruzi	7.5	brenda
EC1.2.1.88	nadp+	oryza sativa	3	brenda
EC1.2.1.88	nadp+	thermus thermophilus	0.42	brenda
EC1.2.1.88	nadp+	trypanosoma cruzi	1.2	brenda
EC1.2.1.89	d-glyceraldehyde	picrophilus torridus	10	brenda
EC1.2.1.89	d-glyceraldehyde	thermoplasma acidophilum	26	brenda
EC1.2.1.89	d-glycerate	picrophilus torridus	12	brenda
EC1.2.1.89	d-glycerate	thermoplasma acidophilum	20	brenda
EC1.2.1.89	glycolaldehyde	picrophilus torridus	20	brenda
EC1.2.1.89	glycolaldehyde	thermoplasma acidophilum	37	brenda
EC1.2.1.89	nad+	thermoplasma acidophilum	1.64	brenda
EC1.2.1.89	nadp+	picrophilus torridus	10	brenda
EC1.2.1.89	nadp+	thermoplasma acidophilum	25	brenda
EC1.2.1.9	d-glyceraldehyde 3-phosphate	saccharolobus solfataricus	15	brenda
EC1.2.1.9	d-glyceraldehyde 3-phosphate	sulfurisphaera tokodaii	341	brenda
EC1.2.1.9	d-glyceraldehyde-3-phosphate	streptococcus mutans	60	brenda
EC1.2.1.95	adipate	saccharomyces cerevisiae	0.0045	brenda
EC1.2.1.95	d-2-aminoadipate	saccharomyces cerevisiae	0.63	brenda
EC1.2.1.95	l-2-aminoadipate	penicillium chrysogenum	1.1	brenda
EC1.2.1.95	l-2-aminoadipate	saccharomyces cerevisiae	41.7	brenda
EC1.2.1.95	s-carboxymethyl-l-cysteine	saccharomyces cerevisiae	6	brenda
EC1.2.1.96	4-hydroxy-3-methylbenzaldehyde	pseudomonas putida	0.071	brenda
EC1.2.1.96	4-hydroxybenzaldehyde	pseudomonas putida	0.26	brenda
EC1.2.1.97	(2s)-3-sulfolactaldehyde	pseudomonas putida	11.8	brenda
EC1.2.1.99	3-hydroxypropionaldehyde	escherichia coli	28.54	brenda
EC1.2.1.99	3-hydroxypropionaldehyde	klebsiella pneumoniae	19.81	brenda
EC1.2.1.99	3-hydroxypropionate	escherichia coli	0.26	brenda
EC1.2.1.99	acetaldehyde	escherichia coli	11.03	brenda
EC1.2.1.99	benzaldehyde	escherichia coli	17.37	brenda
EC1.2.1.99	butyraldehyde	escherichia coli	26.95	brenda
EC1.2.1.99	butyraldehyde	klebsiella pneumoniae	30.34	brenda
EC1.2.1.99	isovaleraldehyde	escherichia coli	27.31	brenda
EC1.2.1.99	isovaleraldehyde	klebsiella pneumoniae	25.47	brenda
EC1.2.1.99	propionaldehyde	escherichia coli	24.35	brenda
EC1.2.1.99	valeraldehyde	escherichia coli	26.24	brenda
EC1.2.1.99	valeraldehyde	klebsiella pneumoniae	29.61	brenda
EC1.2.1.B25	stearoyl-coa	synechococcus elongatus	0.006	brenda
EC1.2.2.B1	cytochrome b559/569	methylococcus capsulatus	266	brenda
EC1.2.2.B1	dichloroindophenol	methylococcus capsulatus	290	brenda
EC1.2.3.1	2-hydroxypyrimidine	mus musculus	21.32	brenda
EC1.2.3.1	acetaldehyde	mus musculus	8.66	brenda
EC1.2.3.1	benzaldehyde	arabidopsis thaliana	95.2	brenda
EC1.2.3.1	benzaldehyde	mus musculus	5.29	brenda
EC1.2.3.1	butanal	mus musculus	6.4	brenda
EC1.2.3.1	cinnamylaldehyde	arabidopsis thaliana	436.5	brenda
EC1.2.3.1	indole-3-acetaldehyde	arabidopsis thaliana	1904	brenda
EC1.2.3.1	methotrexate	homo sapiens	0.04	brenda
EC1.2.3.1	methotrexate	oryctolagus cuniculus	84	brenda
EC1.2.3.1	n-methylnicotinamide	oryctolagus cuniculus	1.97	brenda
EC1.2.3.1	n1-methyl-nicotineamide	mus musculus	0.4	brenda
EC1.2.3.1	n1-methylnicotinamide	mus musculus	0.245	brenda
EC1.2.3.1	phenanthridine	mus musculus	0.862	brenda
EC1.2.3.1	phthalazine	mus musculus	1.1	brenda
EC1.2.3.1	retinaldehyde	mus musculus	0.83	brenda
EC1.2.3.15	methylglyoxal	phanerochaete chrysosporium	198	brenda
EC1.2.3.3	(25r)-3beta-hydroxycholest-5-en-27-oate	lactobacillus plantarum	35	brenda
EC1.2.3.3	pyruvate	lactobacillus plantarum	35	sabiork
EC1.2.3.4	oxalate	gelatoporia subvermispora	20	brenda
EC1.2.3.4	oxalate	hordeum vulgare	10	sabiork
EC1.2.3.4	oxalate	ochrobactrum intermedium	85	brenda
EC1.2.4.1	2-keto-4-methylhexanoate	zymomonas mobilis	0.4	brenda
EC1.2.4.1	2-ketobutanoate	zymomonas mobilis	320	brenda
EC1.2.4.1	2-ketohexanoate	zymomonas mobilis	4	brenda
EC1.2.4.1	2-ketopentanoate	zymomonas mobilis	53	brenda
EC1.2.4.1	2-oxobutanoate	pseudomonas putida	0.17	brenda
EC1.2.4.1	2-oxovalerate	pseudomonas putida	0.128	brenda
EC1.2.4.1	e2p lipoyl domain	escherichia coli	95	brenda
EC1.2.4.1	lipoyl domain	azotobacter vinelandii	1.1	brenda
EC1.2.4.1	n-acetyl-gdllaeietdk(lipoylated)atig-amide	mammalia	5	brenda
EC1.2.4.1	n-terminal lipoyl domain	mammalia	70	brenda
EC1.2.4.1	pyruvate	escherichia coli	37.9	brenda
EC1.2.4.1	pyruvate	geobacillus stearothermophilus	0.48	brenda
EC1.2.4.1	pyruvate	homo sapiens	69.9	brenda
EC1.2.4.1	pyruvate	pseudomonas putida	0.05	brenda
EC1.2.4.1	pyruvate	zymomonas mobilis	486	brenda
EC1.2.4.1	thiamine diphosphate	geobacillus stearothermophilus	0.48	sabiork
EC1.2.4.4	2-oxo-isovalerate	homo sapiens	9.4	brenda
EC1.2.4.4	alpha-ketoisovaleric acid	homo sapiens	0.1983	brenda
EC1.2.4.4	thiamine diphosphate	homo sapiens	6.38	brenda
EC1.2.5.1	ferricyanide	escherichia coli	883	brenda
EC1.2.5.1	pyruvate	escherichia coli	167	brenda
EC1.2.5.2	acetic acid	gluconacetobacter diazotrophicus	22000	brenda
EC1.2.5.3	co	oligotropha carboxidovorans	93.3	brenda
EC1.2.7.1	2-oxobutyrate	methanococcus maripaludis	13	brenda
EC1.2.7.1	coa	citrobacter sp.	109	brenda
EC1.2.7.1	oxaloacetate	methanococcus maripaludis	18	brenda
EC1.2.7.1	pyruvate	citrobacter sp.	94	brenda
EC1.2.7.1	pyruvate	methanococcus maripaludis	27	brenda
EC1.2.7.10	oxalate	moorella thermoacetica	0.09	brenda
EC1.2.7.11	2-oxobutanoate	saccharolobus solfataricus	1.5	brenda
EC1.2.7.11	2-oxobutyrate	saccharolobus solfataricus	1.55	brenda
EC1.2.7.11	2-oxoglutarate	saccharolobus solfataricus	7.53	brenda
EC1.2.7.11	2-oxoglutarate	sulfolobus sp.	19	brenda
EC1.2.7.11	pyruvate	saccharolobus solfataricus	2.4	brenda
EC1.2.7.11	pyruvate	sulfolobus sp.	51	brenda
EC1.2.7.12	formylmethanofuran	methanosarcina barkeri	640	brenda
EC1.2.7.3	2-oxoglutarate	thauera aromatica	17	brenda
EC1.2.7.4	co	carboxydothermus hydrogenoformans	15900	brenda
EC1.2.7.4	co	moorella thermoacetica	3250	brenda
EC1.2.7.4	methylene blue	oligotropha carboxidovorans	93.3	brenda
EC1.2.7.5	acetaldehyde	thermococcus sp.	343	brenda
EC1.2.7.5	acetate	thermococcus sp.	1.6	brenda
EC1.2.7.5	benzaldehyde	thermococcus sp.	720	brenda
EC1.2.7.5	benzyl viologen	thermococcus sp.	250	brenda
EC1.2.7.5	crotonaldehyde	thermococcus sp.	269	brenda
EC1.2.7.5	ferredoxin	thermococcus sp.	270	brenda
EC1.2.7.5	formaldehyde	thermococcus sp.	950	brenda
EC1.2.7.5	glyceraldehyde	thermococcus sp.	2.8	brenda
EC1.2.7.5	indoleacetaldehyde	thermococcus sp.	55	brenda
EC1.2.7.5	isovalerylaldehyde	thermococcus sp.	272	brenda
EC1.2.7.5	methyl viologen	thermococcus sp.	62	brenda
EC1.2.7.5	phenylacetaldehyde	thermococcus sp.	960	brenda
EC1.2.7.5	propionaldehyde	thermococcus sp.	1100	brenda
EC1.2.7.5	salicylaldehyde	thermococcus sp.	13	brenda
EC1.2.7.7	2-keto-3-methylvalerate	pyrococcus sp.	2.07	brenda
EC1.2.7.7	2-keto-3-methylvalerate	thermococcus litoralis	1.27	brenda
EC1.2.7.7	2-ketobutyrate	pyrococcus sp.	1.47	brenda
EC1.2.7.7	2-ketobutyrate	thermococcus litoralis	22.3	brenda
EC1.2.7.7	2-ketocaproate	pyrococcus sp.	0.933	brenda
EC1.2.7.7	2-ketocaproate	thermococcus litoralis	1	brenda
EC1.2.7.7	2-ketoisocaproate	pyrococcus sp.	2.47	brenda
EC1.2.7.7	2-ketoisocaproate	thermococcus litoralis	2	brenda
EC1.2.7.7	2-ketoisovalerate	pyrococcus sp.	3.67	brenda
EC1.2.7.7	2-ketoisovalerate	thermococcus litoralis	3	brenda
EC1.2.7.7	2-ketomethylisobutyrate	pyrococcus sp.	1.07	brenda
EC1.2.7.7	4-methylthio-2-oxobutanoate	thermococcus litoralis	0.667	brenda
EC1.2.7.7	coa	pyrococcus sp.	5.6	brenda
EC1.2.7.7	coa	thermococcus litoralis	5	brenda
EC1.2.7.7	ferredoxin	thermococcus litoralis	1.53	brenda
EC1.2.7.7	glyoxylate	thermococcus litoralis	0.0133	brenda
EC1.2.7.7	hydroxyphenylpyruvate	thermococcus litoralis	0.833	brenda
EC1.2.7.7	indolpyruvate	thermococcus litoralis	0.433	brenda
EC1.2.7.7	phenylglyoxalate	thermococcus litoralis	0.833	brenda
EC1.2.7.7	phenylglyoxylate	pyrococcus sp.	1.33	brenda
EC1.2.7.7	phenylpyruvate	pyrococcus sp.	0.467	brenda
EC1.2.7.7	phenylpyruvate	thermococcus litoralis	0.6	brenda
EC1.2.7.7	pyruvate	pyrococcus sp.	1.73	brenda
EC1.2.7.7	pyruvate	thermococcus litoralis	0.267	brenda
EC1.2.7.B2	acetaldehyde	pyrococcus furiosus	44000	brenda
EC1.2.7.B2	formaldehyde	pyrococcus furiosus	71000	brenda
EC1.2.7.B2	glutaric dialdehyde	pyrococcus furiosus	42000	brenda
EC1.2.7.B2	indole-3-acetaldehyde	pyrococcus furiosus	2300	brenda
EC1.2.7.B2	phenylpropionaldehyde	pyrococcus furiosus	25000	brenda
EC1.2.7.B2	propionaldehyde	pyrococcus furiosus	11000	brenda
EC1.2.7.B2	succinic semialdehyde	pyrococcus furiosus	5700	brenda
EC1.2.98.1	butanal	homo sapiens	21.7	brenda
EC1.2.99.6	acetaldehyde	thermococcus sp.	343	brenda
EC1.2.99.6	benzaldehyde	desulfovibrio gigas	1.35	brenda
EC1.2.99.6	benzaldehyde	thermococcus sp.	720	brenda
EC1.2.99.6	benzyl viologen	thermococcus sp.	250	brenda
EC1.2.99.6	crotonaldehyde	thermococcus sp.	269	brenda
EC1.2.99.6	decylaldehyde	desulfovibrio gigas	1.22	brenda
EC1.2.99.6	es-1 ferredoxin	thermococcus sp.	270	brenda
EC1.2.99.6	glyceraldehyde	thermococcus sp.	10.5	brenda
EC1.2.99.6	indolecetaldehyde	thermococcus sp.	55	brenda
EC1.2.99.6	isovaleraldehyde	thermococcus sp.	272	brenda
EC1.2.99.6	methanal	thermococcus sp.	950	brenda
EC1.2.99.6	methyl viologen	thermococcus sp.	62	brenda
EC1.2.99.6	octaldehyde	desulfovibrio gigas	1.2	brenda
EC1.2.99.6	phenylacetaldehyde	thermococcus sp.	960	brenda
EC1.2.99.6	propanal	thermococcus sp.	1100	brenda
EC1.2.99.6	salicylaldehyde	thermococcus sp.	13	brenda
EC1.2.99.7	2,3-dihydroxybenzaldehyde	desulfovibrio gigas	0.87	brenda
EC1.2.99.7	2,5-dihydroxybenzaldehyde	desulfovibrio gigas	3.3	brenda
EC1.2.99.7	2-phenylacetaldehyde	desulfovibrio gigas	4.4	brenda
EC1.2.99.7	3-hydroxybenzaldehyde	desulfovibrio gigas	3.6	brenda
EC1.2.99.7	3-phenylpropanal	desulfovibrio gigas	2.1	brenda
EC1.2.99.7	acetaldehyde	desulfovibrio gigas	1.14	brenda
EC1.2.99.7	benzaldehyde	desulfovibrio alaskensis	0.96	brenda
EC1.2.99.7	benzaldehyde	desulfovibrio gigas	5.7	brenda
EC1.2.99.7	cinnamaldehyde	desulfovibrio gigas	0.58	brenda
EC1.2.99.7	propionaldehyde	desulfovibrio gigas	0.44	brenda
EC1.2.99.7	salicylaldehyde	desulfovibrio gigas	0.44	brenda
EC1.2.99.8	acetaldehyde	sulfurisphaera tokodaii	3.38	brenda
EC1.2.99.8	d-glyceraldehyde-3-phosphate	sulfurisphaera tokodaii	0.98	brenda
EC1.2.99.8	d-glyceraldehyde	sulfurisphaera tokodaii	50.5	brenda
EC1.2.99.8	indoleacetaldehyde	sulfurisphaera tokodaii	3.58	brenda
EC1.2.99.8	indolepyruvate	sulfurisphaera tokodaii	11	brenda
EC1.20.1.1	nad+	pseudomonas stutzeri	2.93	brenda
EC1.20.1.1	nadp+	pseudomonas stutzeri	1.41	brenda
EC1.20.1.1	phosphite	pseudomonas stutzeri	7.33	brenda
EC1.20.1.1	phosphonate	cupriavidus metallidurans	6.83	brenda
EC1.20.1.1	phosphonate	methylorubrum extorquens	5.1	brenda
EC1.20.1.1	phosphonate	nostoc punctiforme	3.36	brenda
EC1.20.1.1	phosphonate	pseudomonas stutzeri	6.57	brenda
EC1.20.2.1	arsenite	arsenite-oxidising bacterium	8.6	brenda
EC1.20.2.1	arsenite	hydrogenophaga sp.	30.4	brenda
EC1.20.2.1	arsenite	rhizobium sp. nt-26	8.6	brenda
